idx,x,y,line,s_mm,pmod,sigma,w,d,asym,pinned
237,10.0,7.8,78,790.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358470916748046e-05,-5.866718292236225e-06,
239,5.0,7.9,79,795.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373678207397459e-05,1.5378761291503715e-05,
240,0.0,7.9,79,800.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358531951904296e-05,5.866718292236225e-06,
242,5.0,8.0,80,805.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
243,10.0,8.0,80,810.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358531951904296e-05,-5.866718292236225e-06,
245,5.0,8.1,81,815.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
246,0.0,8.1,81,820.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358531951904296e-05,5.866718292236225e-06,
248,5.0,8.2,82,825.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
249,10.0,8.2,82,830.0,0.7640030903408069,0.00021055727637624236,0.00016396861076354977,6.358531951904296e-05,-5.866718292236225e-06,
251,5.0,8.3,83,835.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
252,0.0,8.3,83,840.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
254,5.0,8.4,84,845.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
255,10.0,8.4,84,850.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
257,5.0,8.5,85,855.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
258,0.0,8.5,85,860.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,5.868148803710909e-06,
260,5.0,8.6,86,865.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,-1.5378761291503715e-05,
261,10.0,8.6,86,870.0,0.7640030903408069,0.00021055727637624236,0.00016396932601928712,6.358531951904296e-05,-5.868148803710909e-06,
263,5.0,8.7,87,875.0,0.662977617260154,0.00020296806455776897,0.000164247989654541,6.373733520507812e-05,1.5378761291503715e-05,
